"","subject","activity","feature","measurement","mean_value"
"53",1,"SITTING","fBodyBodyAccJerkMag","std()",-0.981606177446808
"54",1,"SITTING","fBodyBodyGyroJerkMag","mean()",-0.989797547234043
"55",1,"SITTING","fBodyBodyGyroJerkMag","meanFreq()",0.184775928085106
"56",1,"SITTING","fBodyBodyGyroJerkMag","std()",-0.987049617234043
"57",1,"SITTING","fBodyBodyGyroMag","mean()",-0.958435589361702
"58",1,"SITTING","fBodyBodyGyroMag","meanFreq()",-0.000262186717021277
"59",1,"SITTING","fBodyBodyGyroMag","std()",-0.932198374893617
"60",1,"SITTING","fBodyGyro","mean()",-0.967771864609929
"61",1,"SITTING","fBodyGyro","meanFreq()",0.0741653891649645
"62",1,"SITTING","fBodyGyro","std()",-0.961389036879433
"63",1,"SITTING","tBodyAcc","mean()",0.0517950318395035
"64",1,"SITTING","tBodyAcc","std()",-0.946477980425532
"65",1,"SITTING","tBodyAccJerk","mean()",0.0244985416073759
"66",1,"SITTING","tBodyAccJerk","std()",-0.985237827021277
"67",1,"SITTING","tBodyAccJerkMag","mean()",-0.987364195531915
"68",1,"SITTING","tBodyAccJerkMag","std()",-0.984120024042553
"69",1,"SITTING","tBodyAccMag","mean()",-0.948536786170213
"70",1,"SITTING","tBodyAccMag","std()",-0.927078418723404
"71",1,"SITTING","tBodyGyro","mean()",-0.0247809434191489
"72",1,"SITTING","tBodyGyro","std()",-0.961703699787234
"73",1,"SITTING","tBodyGyroJerk","mean()",-0.0601979400496454
"74",1,"SITTING","tBodyGyroJerk","std()",-0.989728489007092
"75",1,"SITTING","tBodyGyroJerkMag","mean()",-0.991976341276596
"76",1,"SITTING","tBodyGyroJerkMag","std()",-0.988308728510638
"77",1,"SITTING","tBodyGyroMag","mean()",-0.93089249
"78",1,"SITTING","tBodyGyroMag","std()",-0.934531840425532
"79",1,"SITTING","tGravityAcc","mean()",0.455988409617021
"80",1,"SITTING","tGravityAcc","std()",-0.951005044964539
"81",1,"SITTING","tGravityAccMag","mean()",-0.948536786170213
"82",1,"SITTING","tGravityAccMag","std()",-0.927078418723404
"83",1,"STANDING","fBodyAcc","mean()",-0.985872626352201
"84",1,"STANDING","fBodyAcc","meanFreq()",0.149617632140063
"85",1,"STANDING","fBodyAcc","std()",-0.982086235597484
"86",1,"STANDING","fBodyAccJerk","mean()",-0.990267222641509
"87",1,"STANDING","fBodyAccJerk","meanFreq()",0.163975438131447
"88",1,"STANDING","fBodyAccJerk","std()",-0.991480601383648
"89",1,"STANDING","fBodyAccMag","mean()",-0.985356361132075
"90",1,"STANDING","fBodyAccMag","meanFreq()",0.284555290773585
"91",1,"STANDING","fBodyAccMag","std()",-0.982313804716981
"92",1,"STANDING","fBodyBodyAccJerkMag","mean()",-0.99254247754717
"93",1,"STANDING","fBodyBodyAccJerkMag","meanFreq()",0.422220102264151
"94",1,"STANDING","fBodyBodyAccJerkMag","std()",-0.992536003396226
"95",1,"STANDING","fBodyBodyGyroJerkMag","mean()",-0.994815376981132
"96",1,"STANDING","fBodyBodyGyroJerkMag","meanFreq()",0.334498734301887
"97",1,"STANDING","fBodyBodyGyroJerkMag","std()",-0.994671123207547
"98",1,"STANDING","fBodyBodyGyroMag","mean()",-0.984617623396226
"99",1,"STANDING","fBodyBodyGyroMag","meanFreq()",-0.0286057725328302
"100",1,"STANDING","fBodyBodyGyroMag","std()",-0.978466072075472
"101",1,"STANDING","fBodyGyro","mean()",-0.98538145490566
"102",1,"STANDING","fBodyGyro","meanFreq()",-0.021468194427044
"103",1,"STANDING","fBodyGyro","std()",-0.985650062138365
"104",1,"STANDING","tBodyAcc","mean()",0.0507260737389937
"105",1,"STANDING","tBodyAcc","std()",-0.98290861163522
"106",1,"STANDING","tBodyAccJerk","mean()",0.0265557118692075
"107",1,"STANDING","tBodyAccJerk","std()",-0.990834817358491
"108",1,"STANDING","tBodyAccJerkMag","mean()",-0.992367790566038
"109",1,"STANDING","tBodyAccJerkMag","std()",-0.993096209433962
"110",1,"STANDING","tBodyAccMag","mean()",-0.984278207358491
"111",1,"STANDING","tBodyAccMag","std()",-0.981942928867925
"112",1,"STANDING","tBodyGyro","mean()",-0.00286140159301887
"113",1,"STANDING","tBodyGyro","std()",-0.985190671194969
"114",1,"STANDING","tBodyGyroJerk","mean()",-0.0642075157899371
"115",1,"STANDING","tBodyGyroJerk","std()",-0.993397163836478
"116",1,"STANDING","tBodyGyroJerkMag","mean()",-0.994966790566038
"117",1,"STANDING","tBodyGyroJerkMag","std()",-0.994733238679245
"118",1,"STANDING","tBodyGyroMag","mean()",-0.976493792830189
"119",1,"STANDING","tBodyGyroMag","std()",-0.978690028679245
"120",1,"STANDING","tGravityAcc","mean()",0.227819583478616
"121",1,"STANDING","tGravityAcc","std()",-0.983771002201258
"122",1,"STANDING","tGravityAccMag","mean()",-0.984278207358491
"123",1,"STANDING","tGravityAccMag","std()",-0.981942928867925
"124",1,"WALKING","fBodyAcc","mean()",-0.148213899237895
"125",1,"WALKING","fBodyAcc","meanFreq()",-0.0149094029247719
"126",1,"WALKING","fBodyAcc","std()",-0.180927154742561
"127",1,"WALKING","fBodyAccJerk","mean()",-0.224923904431407
"128",1,"WALKING","fBodyAccJerk","meanFreq()",-0.260343132610526
"129",1,"WALKING","fBodyAccJerk","std()",-0.187186729870456
"130",1,"WALKING","fBodyAccMag","mean()",-0.128623450629474
"131",1,"WALKING","fBodyAccMag","meanFreq()",0.1906437244
"132",1,"WALKING","fBodyAccMag","std()",-0.398032586842105
"133",1,"WALKING","fBodyBodyAccJerkMag","mean()",-0.0571194000343158
"134",1,"WALKING","fBodyBodyAccJerkMag","meanFreq()",0.0938221807027368
"135",1,"WALKING","fBodyBodyAccJerkMag","std()",-0.103492403002105
"136",1,"WALKING","fBodyBodyGyroJerkMag","mean()",-0.319308593778947
"137",1,"WALKING","fBodyBodyGyroJerkMag","meanFreq()",0.190663448793684
"138",1,"WALKING","fBodyBodyGyroJerkMag","std()",-0.381601911789474
"139",1,"WALKING","fBodyBodyGyroMag","mean()",-0.199252568986316
"140",1,"WALKING","fBodyBodyGyroMag","meanFreq()",0.268844367525895
"141",1,"WALKING","fBodyBodyGyroMag","std()",-0.321017953894737
"142",1,"WALKING","fBodyGyro","mean()",-0.232677517955439
"143",1,"WALKING","fBodyGyro","meanFreq()",-0.0167389329248772
"144",1,"WALKING","fBodyGyro","std()",-0.328920775332982
"145",1,"WALKING","tBodyAcc","mean()",0.0495996122207018
"146",1,"WALKING","tBodyAcc","std()",-0.143102274768421
"147",1,"WALKING","tBodyAccJerk","mean()",0.0327151122421053
"148",1,"WALKING","tBodyAccJerk","std()",-0.183104296731228
"149",1,"WALKING","tBodyAccJerkMag","mean()",-0.141428809031579
"150",1,"WALKING","tBodyAccJerkMag","std()",-0.0744717500625263
"151",1,"WALKING","tBodyAccMag","mean()",-0.136971176556842
"152",1,"WALKING","tBodyAccMag","std()",-0.219688645631579
"153",1,"WALKING","tBodyGyro","mean()",-0.00880539747778947
"154",1,"WALKING","tBodyGyro","std()",-0.290803294675965
"155",1,"WALKING","tBodyGyroJerk","mean()",-0.0586571142729825
"156",1,"WALKING","tBodyGyroJerk","std()",-0.305381939340351
"157",1,"WALKING","tBodyGyroJerkMag","mean()",-0.298703679084211
"158",1,"WALKING","tBodyGyroJerkMag","std()",-0.325324878894737
"159",1,"WALKING","tBodyGyroMag","mean()",-0.160979552536842
"160",1,"WALKING","tBodyGyroMag","std()",-0.186978364526316
"161",1,"WALKING","tGravityAcc","mean()",0.194985105403509
"162",1,"WALKING","tGravityAcc","std()",-0.965210943368421
"163",1,"WALKING","tGravityAccMag","mean()",-0.136971176556842
"164",1,"WALKING","tGravityAccMag","std()",-0.219688645631579
"165",1,"WALKING_DOWNSTAIRS","fBodyAcc","mean()",-0.0619317935689796
"166",1,"WALKING_DOWNSTAIRS","fBodyAcc","meanFreq()",0.0167158620191837
"167",1,"WALKING_DOWNSTAIRS","fBodyAcc","std()",-0.128853598502721
"168",1,"WALKING_DOWNSTAIRS","fBodyAccJerk","mean()",-0.14822192032517
"169",1,"WALKING_DOWNSTAIRS","fBodyAccJerk","meanFreq()",-0.19379393575034
"170",1,"WALKING_DOWNSTAIRS","fBodyAccJerk","std()",-0.207543123267823
"171",1,"WALKING_DOWNSTAIRS","fBodyAccMag","mean()",0.0965845343040816
"172",1,"WALKING_DOWNSTAIRS","fBodyAccMag","meanFreq()",0.119187142767959
"173",1,"WALKING_DOWNSTAIRS","fBodyAccMag","std()",-0.186530301073469
"174",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","mean()",0.0262184949326531
"175",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","meanFreq()",0.0764915474326531
"176",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","std()",-0.104052260726531
"177",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","mean()",-0.281963359177551
"178",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","meanFreq()",0.190000706165102
"179",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","std()",-0.391919876612245
"180",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","mean()",-0.185720285744898
"181",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","meanFreq()",0.349613895469388
"182",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","std()",-0.398350390122449
"183",1,"WALKING_DOWNSTAIRS","fBodyGyro","mean()",-0.146673770343537
"184",1,"WALKING_DOWNSTAIRS","fBodyGyro","meanFreq()",-0.0311929290312925
"185",1,"WALKING_DOWNSTAIRS","fBodyGyro","std()",-0.305093593355102
"186",1,"WALKING_DOWNSTAIRS","tBodyAcc","mean()",0.057234541629932
"187",1,"WALKING_DOWNSTAIRS","tBodyAcc","std()",-0.0774449394348912
"188",1,"WALKING_DOWNSTAIRS","tBodyAccJerk","mean()",0.024277930837415
"189",1,"WALKING_DOWNSTAIRS","tBodyAccJerk","std()",-0.153206761170748
"190",1,"WALKING_DOWNSTAIRS","tBodyAccJerkMag","mean()",-0.0894474807979592
"191",1,"WALKING_DOWNSTAIRS","tBodyAccJerkMag","std()",-0.0257877197081633
"192",1,"WALKING_DOWNSTAIRS","tBodyAccMag","mean()",0.0271882914106122
"193",1,"WALKING_DOWNSTAIRS","tBodyAccMag","std()",0.0198843506265306
"194",1,"WALKING_DOWNSTAIRS","tBodyGyro","mean()",-0.0119767683721088
"195",1,"WALKING_DOWNSTAIRS","tBodyGyro","std()",-0.236360730706803
"196",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk","mean()",-0.04833186269
"197",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk","std()",-0.331537883339456
"198",1,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag","mean()",-0.295463843346939
"199",1,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag","std()",-0.306510645530612
"200",1,"WALKING_DOWNSTAIRS","tBodyGyroMag","mean()",-0.0757412543673469
"201",1,"WALKING_DOWNSTAIRS","tBodyGyroMag","std()",-0.225724368061224
"202",1,"WALKING_DOWNSTAIRS","tGravityAcc","mean()",0.201048040468707
"203",1,"WALKING_DOWNSTAIRS","tGravityAcc","std()",-0.927839388571429
"204",1,"WALKING_DOWNSTAIRS","tGravityAccMag","mean()",0.0271882914106122
"205",1,"WALKING_DOWNSTAIRS","tGravityAccMag","std()",0.0198843506265306
"206",1,"WALKING_UPSTAIRS","fBodyAcc","mean()",-0.342882735679245
"207",1,"WALKING_UPSTAIRS","fBodyAcc","meanFreq()",-0.366515669159748
"208",1,"WALKING_UPSTAIRS","fBodyAcc","std()",-0.0765673745459119
"209",1,"WALKING_UPSTAIRS","fBodyAccJerk","mean()",-0.526264729056604
"210",1,"WALKING_UPSTAIRS","fBodyAccJerk","meanFreq()",-0.479207648050314
"211",1,"WALKING_UPSTAIRS","fBodyAccJerk","std()",-0.523241430628931
"212",1,"WALKING_UPSTAIRS","fBodyAccMag","mean()",-0.352395944716981
"213",1,"WALKING_UPSTAIRS","fBodyAccMag","meanFreq()",-0.0977433496415094
"214",1,"WALKING_UPSTAIRS","fBodyAccMag","std()",-0.416260101509434
"215",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","mean()",-0.44265216245283
"216",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","meanFreq()",0.085352409154717
"217",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","std()",-0.533059853773585
"218",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","mean()",-0.634665082075472
"219",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","meanFreq()",0.114277342454717
"220",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","std()",-0.693930521509434
"221",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag","mean()",-0.325961457396226
"222",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag","meanFreq()",-0.219303376110566
"223",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag","std()",-0.182985518264151
"224",1,"WALKING_UPSTAIRS","fBodyGyro","mean()",-0.421894496666667
"225",1,"WALKING_UPSTAIRS","fBodyGyro","meanFreq()",-0.2647996462
"226",1,"WALKING_UPSTAIRS","fBodyGyro","std()",-0.32868714172956
"227",1,"WALKING_UPSTAIRS","tBodyAcc","mean()",0.0447355127546541
"228",1,"WALKING_UPSTAIRS","tBodyAcc","std()",-0.12550250965283
"229",1,"WALKING_UPSTAIRS","tBodyAccJerk","mean()",0.0250988308767296
"230",1,"WALKING_UPSTAIRS","tBodyAccJerk","std()",-0.51057061490566
"231",1,"WALKING_UPSTAIRS","tBodyAccJerkMag","mean()",-0.466503446226415
"232",1,"WALKING_UPSTAIRS","tBodyAccJerkMag","std()",-0.478991622075472
"233",1,"WALKING_UPSTAIRS","tBodyAccMag","mean()",-0.129927630735849
"234",1,"WALKING_UPSTAIRS","tBodyAccMag","std()",-0.324970929245283
"235",1,"WALKING_UPSTAIRS","tBodyGyro","mean()",-0.019087029645283
"236",1,"WALKING_UPSTAIRS","tBodyGyro","std()",-0.349311531878616
"237",1,"WALKING_UPSTAIRS","tBodyGyroJerk","mean()",-0.0683646364092453
"238",1,"WALKING_UPSTAIRS","tBodyGyroJerk","std()",-0.607605055660377
"239",1,"WALKING_UPSTAIRS","tBodyGyroJerkMag","mean()",-0.59488286509434
"240",1,"WALKING_UPSTAIRS","tBodyGyroJerkMag","std()",-0.648553044339623
"241",1,"WALKING_UPSTAIRS","tBodyGyroMag","mean()",-0.126735589969811
"242",1,"WALKING_UPSTAIRS","tBodyGyroMag","std()",-0.14861931805283
"243",1,"WALKING_UPSTAIRS","tGravityAcc","mean()",0.15193159781761
"244",1,"WALKING_UPSTAIRS","tGravityAcc","std()",-0.940531890503145
"245",1,"WALKING_UPSTAIRS","tGravityAccMag","mean()",-0.129927630735849
"246",1,"WALKING_UPSTAIRS","tGravityAccMag","std()",-0.324970929245283
"247",2,"LAYING","fBodyAcc","mean()",-0.980302306527778
"248",2,"LAYING","fBodyAcc","meanFreq()",0.171113075434722
"249",2,"LAYING","fBodyAcc","std()",-0.979687924236111
"250",2,"LAYING","fBodyAccJerk","mean()",-0.984926338611111
"251",2,"LAYING","fBodyAccJerk","meanFreq()",0.157190990240736
"252",2,"LAYING","fBodyAccJerk","std()",-0.987194339097222
"253",2,"LAYING","fBodyAccMag","mean()",-0.975110196458333
"254",2,"LAYING","fBodyAccMag","meanFreq()",0.2662982125
"255",2,"LAYING","fBodyAccMag","std()",-0.975121387916667
"256",2,"LAYING","fBodyBodyAccJerkMag","mean()",-0.985374114791667
"257",2,"LAYING","fBodyBodyAccJerkMag","meanFreq()",0.3417585745
"258",2,"LAYING","fBodyBodyAccJerkMag","std()",-0.984568489166667
"259",2,"LAYING","fBodyBodyGyroJerkMag","mean()",-0.990248702291667
"260",2,"LAYING","fBodyBodyGyroJerkMag","meanFreq()",0.264801505395833
"261",2,"LAYING","fBodyBodyGyroJerkMag","std()",-0.989492660416667
"262",2,"LAYING","fBodyBodyGyroMag","mean()",-0.972112972708333
"263",2,"LAYING","fBodyBodyGyroMag","meanFreq()",0.01856447223125
"264",2,"LAYING","fBodyBodyGyroMag","std()",-0.96109837875
"265",2,"LAYING","fBodyGyro","mean()",-0.977474888472222
"266",2,"LAYING","fBodyGyro","meanFreq()",0.0667301954743056
"267",2,"LAYING","fBodyGyro","std()",-0.977981841527778
"268",2,"LAYING","tBodyAcc","mean()",0.0519896845944444
"269",2,"LAYING","tBodyAcc","std()",-0.979523386805556
"270",2,"LAYING","tBodyAccJerk","mean()",0.0310164635540972
"271",2,"LAYING","tBodyAccJerk","std()",-0.985828908125
"272",2,"LAYING","tBodyAccJerkMag","mean()",-0.987741696041667
"273",2,"LAYING","tBodyAccJerkMag","std()",-0.98551807625
"274",2,"LAYING","tBodyAccMag","mean()",-0.977435485208333
"275",2,"LAYING","tBodyAccMag","std()",-0.972873912916667
"276",2,"LAYING","tBodyGyro","mean()",0.00486847159027778
"277",2,"LAYING","tBodyGyro","std()",-0.976957800763889
"278",2,"LAYING","tBodyGyroJerk","mean()",-0.0693371513
"279",2,"LAYING","tBodyGyroJerk","std()",-0.990279736111111
"280",2,"LAYING","tBodyGyroJerkMag","mean()",-0.991767074166667
"281",2,"LAYING","tBodyGyroJerkMag","std()",-0.989718095208333
"282",2,"LAYING","tBodyGyroMag","mean()",-0.950011569583333
"283",2,"LAYING","tBodyGyroMag","std()",-0.961164053958333
"284",2,"LAYING","tGravityAcc","mean()",0.296539093611111
"285",2,"LAYING","tGravityAcc","std()",-0.977152241597222
"286",2,"LAYING","tGravityAccMag","mean()",-0.977435485208333
"287",2,"LAYING","tGravityAccMag","std()",-0.972873912916667
"288",2,"SITTING","fBodyAcc","mean()",-0.97110317057971
"289",2,"SITTING","fBodyAcc","meanFreq()",0.11048381761058
"290",2,"SITTING","fBodyAcc","std()",-0.964766236086957
"291",2,"SITTING","fBodyAccJerk","mean()",-0.98337251557971
"292",2,"SITTING","fBodyAccJerk","meanFreq()",0.141564915278406
"293",2,"SITTING","fBodyAccJerk","std()",-0.986278046666667
"294",2,"SITTING","fBodyAccMag","mean()",-0.96127374826087
"295",2,"SITTING","fBodyAccMag","meanFreq()",0.130934202854348
"296",2,"SITTING","fBodyAccMag","std()",-0.955575602173913
"297",2,"SITTING","fBodyBodyAccJerkMag","mean()",-0.983874698913043
"298",2,"SITTING","fBodyBodyAccJerkMag","meanFreq()",0.280062423956522
"299",2,"SITTING","fBodyBodyAccJerkMag","std()",-0.984124185869565
"300",2,"SITTING","fBodyBodyGyroJerkMag","mean()",-0.989861950869565
"301",2,"SITTING","fBodyBodyGyroJerkMag","meanFreq()",0.1947221493
"302",2,"SITTING","fBodyBodyGyroJerkMag","std()",-0.989632908913043
"303",2,"SITTING","fBodyBodyGyroMag","mean()",-0.971840596086956
"304",2,"SITTING","fBodyBodyGyroMag","meanFreq()",-0.106358909173913
"305",2,"SITTING","fBodyBodyGyroMag","std()",-0.961385745217391
"306",2,"SITTING","fBodyGyro","mean()",-0.974845711884058
"307",2,"SITTING","fBodyGyro","meanFreq()",-0.00689079405137681
"308",2,"SITTING","fBodyGyro","std()",-0.975895783333333
"309",2,"SITTING","tBodyAcc","mean()",0.0507270285181159
"310",2,"SITTING","tBodyAcc","std()",-0.965784983478261
"311",2,"SITTING","tBodyAccJerk","mean()",0.0305191197161594
"312",2,"SITTING","tBodyAccJerk","std()",-0.984519340434783
"313",2,"SITTING","tBodyAccJerkMag","mean()",-0.986774713043478
"314",2,"SITTING","tBodyAccJerkMag","std()",-0.984475868043478
"315",2,"SITTING","tBodyAccMag","mean()",-0.967893623913043
"316",2,"SITTING","tBodyAccMag","std()",-0.953081444130435
"317",2,"SITTING","tBodyGyro","mean()",-0.0213905318434783
"318",2,"SITTING","tBodyGyro","std()",-0.974821754492754
"319",2,"SITTING","tBodyGyroJerk","mean()",-0.0595927136152174
"320",2,"SITTING","tBodyGyroJerk","std()",-0.988713654492754
"321",2,"SITTING","tBodyGyroJerkMag","mean()",-0.991081493913043
"322",2,"SITTING","tBodyGyroJerkMag","std()",-0.989594919565217
"323",2,"SITTING","tBodyGyroMag","mean()",-0.946035087173913
"324",2,"SITTING","tBodyGyroMag","std()",-0.961313624130435
"325",2,"SITTING","tGravityAcc","mean()",0.344524672435188
"326",2,"SITTING","tGravityAcc","std()",-0.963718302318841
"327",2,"SITTING","tGravityAccMag","mean()",-0.967893623913043
"328",2,"SITTING","tGravityAccMag","std()",-0.953081444130435
"329",2,"STANDING","fBodyAcc","mean()",-0.968763210987654
"330",2,"STANDING","fBodyAcc","meanFreq()",0.0917731630647531
"331",2,"STANDING","fBodyAcc","std()",-0.964466298518519
"332",2,"STANDING","fBodyAccJerk","mean()",-0.977199910555556
"333",2,"STANDING","fBodyAccJerk","meanFreq()",0.104720756882099
"334",2,"STANDING","fBodyAccJerk","std()",-0.980376023333333
"335",2,"STANDING","fBodyAccMag","mean()",-0.964052166481482
"336",2,"STANDING","fBodyAccMag","meanFreq()",0.119649963903704
"337",2,"STANDING","fBodyAccMag","std()",-0.960519381481482
"338",2,"STANDING","fBodyBodyAccJerkMag","mean()",-0.977065295555556
"339",2,"STANDING","fBodyBodyAccJerkMag","meanFreq()",0.304871865218519
"340",2,"STANDING","fBodyBodyAccJerkMag","std()",-0.97516046
"341",2,"STANDING","fBodyBodyGyroJerkMag","mean()",-0.977849827407407
"342",2,"STANDING","fBodyBodyGyroJerkMag","meanFreq()",0.160662823925926
"343",2,"STANDING","fBodyBodyGyroJerkMag","std()",-0.977754298148148
"344",2,"STANDING","fBodyBodyGyroMag","mean()",-0.961775904814815
"345",2,"STANDING","fBodyBodyGyroMag","meanFreq()",-0.0661266045796296
"346",2,"STANDING","fBodyBodyGyroMag","std()",-0.956788725740741
"347",2,"STANDING","fBodyGyro","mean()",-0.966746987037037
"348",2,"STANDING","fBodyGyro","meanFreq()",-0.0927832015198765
"349",2,"STANDING","fBodyGyro","std()",-0.97192615691358
"350",2,"STANDING","tBodyAcc","mean()",0.0511940363833333
"351",2,"STANDING","tBodyAcc","std()",-0.964772909938272
"352",2,"STANDING","tBodyAccJerk","mean()",0.0255721495904938
"353",2,"STANDING","tBodyAccJerk","std()",-0.978328867222222
"354",2,"STANDING","tBodyAccJerkMag","mean()",-0.980489077407407
"355",2,"STANDING","tBodyAccJerkMag","std()",-0.976675280185185
"356",2,"STANDING","tBodyAccMag","mean()",-0.965875181296296
"357",2,"STANDING","tBodyAccMag","std()",-0.957874965
"358",2,"STANDING","tBodyGyro","mean()",-0.00602229192746914
"359",2,"STANDING","tBodyGyro","std()",-0.969765776049383
"360",2,"STANDING","tBodyGyroJerk","mean()",-0.0674860197895062
"361",2,"STANDING","tBodyGyroJerk","std()",-0.978793792530864
"362",2,"STANDING","tBodyGyroJerkMag","mean()",-0.983951904259259
"363",2,"STANDING","tBodyGyroJerkMag","std()",-0.977204427777778
"364",2,"STANDING","tBodyGyroMag","mean()",-0.963466341851852
"365",2,"STANDING","tBodyGyroMag","std()",-0.95394338037037
"366",2,"STANDING","tGravityAcc","mean()",0.218871010407407
"367",2,"STANDING","tGravityAcc","std()",-0.968935772592593
"368",2,"STANDING","tGravityAccMag","mean()",-0.965875181296296
"369",2,"STANDING","tGravityAccMag","std()",-0.957874965
"370",2,"WALKING","fBodyAcc","mean()",-0.27391978039322
"371",2,"WALKING","fBodyAcc","meanFreq()",0.0405634992079096
"372",2,"WALKING","fBodyAcc","std()",-0.36069773879096
"373",2,"WALKING","fBodyAccJerk","mean()",-0.31277870540113
"374",2,"WALKING","fBodyAccJerk","meanFreq()",-0.197043538463446
"375",2,"WALKING","fBodyAccJerk","std()",-0.31518140129661
"376",2,"WALKING","fBodyAccMag","mean()",-0.324289427932203
"377",2,"WALKING","fBodyAccMag","meanFreq()",0.393206208305085
"378",2,"WALKING","fBodyAccMag","std()",-0.577105211694915
"379",2,"WALKING","fBodyBodyAccJerkMag","mean()",-0.169064352813559
"380",2,"WALKING","fBodyBodyAccJerkMag","meanFreq()",0.20750092670339
